Year,Month,Time Period,Survey Sequence,Zone,Atlantic Brant,Canada Goose,Snow Goose,Greater White-fronted Goose,American Black Duck,Mallard,Northern Pintail,American Green-winged Teal,Blue-winged Teal,Gadwall,American Wigeon,Northern Shoveler,Wood Duck,Canvasback,Redhead,Scaup,Ring-necked Duck,Common Merganser,Red-breasted Merganser,Hooded Merganser,Mergansers,Ruddy Duck,White-winged Scoter,Surf Scoter,Black Scoter,Scoters,Bufflehead,Common Goldeneye,Long-tailed Duck,Mute Swan,Tundra Swan,American Coot
1996,December,,96,4,0,838,601,0,132,260,0,0,0,0,0,20,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0
1996,December,,96,5,0,9892,12315,0,12405,10584,12202,5652,0,4315,335,384,0,1552,0,19420,0,0,0,0,12,1120,0,0,0,8500,30,0,0,0,0,0
1996,December,,96,6,0,2460,150,0,842,256,100,1240,0,1121,680,377,0,450,0,7,32,0,0,0,25,10030,0,0,0,2580,0,0,0,2,0,0
1996,December,,96,7,0,3017,62000,0,1580,1034,10915,18233,0,375,80,12,0,0,0,0,501,0,0,0,7,0,0,0,0,0,10,0,0,0,86,0
1996,December,,96,8,0,3318,0,0,594,1291,300,1,0,1,0,0,0,40,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
1996,December,,96,9,470,4,0,0,73,352,0,0,0,0,0,0,0,0,0,10,0,0,0,0,441,0,0,0,0,0,650,0,0,0,0,0
1996,December,,96,10,430,605,0,0,128,239,0,1,0,172,0,0,0,5,0,0,0,0,0,0,275,80,0,0,0,0,1026,0,0,0,16,0
1996,December,,96,11,0,479,0,0,243,180,100,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
1997,January,,97,1,0,10939,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,January,,97,2,0,130,0,0,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,January,,97,3,0,5456,175,0,65,336,2,0,0,30,0,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,0,0,0,0,80,0
1997,January,,97,4,0,5325,4800,0,41,107,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
1997,January,,97,5,0,8108,77900,0,2928,1988,1460,110,0,111,0,5,0,2500,0,2901,0,0,0,0,1,50,0,0,0,0,0,0,0,0,130,0
1997,January,,97,6,0,2201,13270,0,1336,932,150,0,0,698,75,1465,0,0,0,0,0,0,0,0,41,320,0,0,0,0,0,0,0,6,20,0
1997,January,,97,7,0,2476,51580,0,2500,1426,8610,6285,0,1057,115,110,0,0,0,0,479,0,0,0,4,0,0,0,0,0,5,0,0,6,307,0
1997,January,,97,8,0,1810,250,0,1608,460,500,0,0,50,300,0,0,750,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1997,January,,97,9,500,0,0,0,51,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,99,13,0,0,0,0
1997,January,,97,10,850,280,0,0,127,92,0,0,0,0,5,0,0,0,0,0,0,0,0,0,48,20,0,0,0,0,107,70,0,0,0,0
1997,January,,97,11,0,260,0,0,375,36,330,0,0,56,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0
1997,October,,98,1,0,2209,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1997,October,,98,2,0,98,0,0,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,October,,98,3,0,8114,18535,0,268,152,0,332,0,60,12,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
1997,October,,98,4,0,2543,5000,0,132,145,0,204,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,October,,98,5,0,5811,198730,0,1723,1787,11240,4820,0,4,14,780,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0
1997,October,,98,6,0,3476,58150,0,1078,90,2980,2324,0,88,402,40,5,2,0,0,4,0,0,0,5,580,0,0,0,0,0,0,0,0,0,0
1997,October,,98,7,0,2859,73600,0,2034,1345,5330,13021,0,39,1220,50,96,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,5,0,0
1997,October,,98,8,0,815,15500,0,679,20,0,10,0,20,200,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,October,,98,9,0,565,0,0,61,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,October,,98,10,0,405,0,0,33,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,October,,98,11,0,673,2200,0,26,52,107,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
1997,November,,99,1,0,8487,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0
1997,November,,99,2,0,3100,20,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,November,,99,3,0,10353,8000,0,315,1710,0,2204,0,240,20,0,30,0,0,50,0,0,0,0,0,2,0,0,0,0,0,0,0,0,19,0
1997,November,,99,4,0,6393,28000,0,225,358,0,365,0,0,0,0,0,0,0,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,November,,99,5,0,8041,70400,0,1656,1648,8402,6498,0,195,550,259,2,300,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,8,0
1997,November,,99,6,0,1397,2590,0,1215,579,300,850,0,2427,756,1392,3,0,0,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,1,0
1997,November,,99,7,0,3273,64920,0,3794,2730,16977,46795,0,734,1568,20,135,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,139,0
1997,November,,99,8,0,925,4,0,1505,19,425,500,0,104,100,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
1997,November,,99,9,305,430,0,0,181,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,5,0,0,0,0,965,25,0,0,0,0
1997,November,,99,10,1450,930,0,0,259,69,0,10,0,0,0,0,0,0,0,0,0,0,0,0,282,372,0,0,0,0,1071,205,0,0,0,0
1997,November,,99,11,0,428,0,0,260,135,50,5,0,80,0,0,0,0,0,0,0,0,0,0,50,70,0,0,0,0,30,0,0,10,0,0
1997,December,,100,1,0,12024,0,0,400,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,December,,100,2,0,733,0,0,75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1997,December,,100,3,0,8184,0,0,28,309,720,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,0,0,0,0,0,0,0,0,10,0
1997,December,,100,4,0,10015,1200,0,463,1955,0,350,0,1,0,0,0,15,0,0,0,0,0,0,10,20,0,0,0,0,3,0,0,0,371,0
1997,December,,100,5,0,7833,85200,0,1446,6034,5333,4411,0,255,0,70,0,125,0,0,0,0,0,0,20,5,0,0,0,0,0,0,0,0,99,0
1997,December,,100,6,0,8468,0,0,2300,3456,2500,6571,0,2627,30,5270,0,0,0,0,0,0,0,0,2,270,0,0,0,0,0,0,0,8,0,0
1997,December,,100,7,0,5265,149000,0,4528,2846,13210,13860,0,1024,150,210,0,0,0,1100,0,0,0,0,64,0,0,0,0,0,0,0,0,6,183,0
1997,December,,100,8,0,2560,0,0,1041,306,0,50,0,105,80,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
1997,December,,100,9,205,1060,0,0,30,2,0,0,0,0,0,0,0,340,0,0,0,0,0,0,38,0,0,0,0,0,110,0,0,0,0,0
1997,December,,100,10,1270,860,0,0,86,99,0,0,0,3,230,0,0,0,0,40,0,0,0,0,55,90,0,0,0,0,226,0,0,0,0,0
1997,December,,100,11,0,525,3,0,653,62,550,0,0,0,10,120,0,0,0,10,0,0,0,0,50,0,0,0,0,0,68,0,0,3,0,0
1998,January,,101,1,0,6635,0,0,173,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0
1998,January,,101,2,0,435,0,0,74,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,January,,101,3,0,9410,23925,0,501,1726,420,21,0,0,0,0,25,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,37,0
1998,January,,101,4,0,11335,1773,0,518,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,January,,101,5,0,9795,26760,0,1539,4173,1775,110,0,31,0,0,0,0,0,0,0,0,0,0,78,20,0,0,0,0,58,0,0,0,33,0
1998,January,,101,6,0,6410,8500,0,2574,2627,481,500,0,2195,300,9,0,0,0,0,0,0,0,0,12,300,0,0,0,0,2,0,0,5,3,0
1998,January,,101,7,0,7582,57640,0,2094,471,3105,3046,0,212,1,100,0,0,0,0,5002,0,0,0,4,0,0,0,0,0,0,0,0,4,1098,0
1998,January,,101,8,0,0,2500,0,1718,677,0,25,0,425,10,170,0,600,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
1998,January,,101,9,151,0,0,0,39,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,103,4,0,0,0,0
1998,January,,101,10,1405,570,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,854,0,0,0,0,251,11,0,0,0,0
1998,January,,101,11,0,455,13427,0,603,109,403,0,0,50,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,3,0,0
1998,September,,102,3,0,0,0,0,13,43,0,150,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1998,September,,102,4,0,0,0,0,11,21,0,3700,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,September,,102,5,0,0,15,0,318,2602,1250,5208,1075,6,150,166,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,September,,102,6,0,0,0,0,140,261,0,1873,2050,10,50,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1998,September,,102,7,0,0,0,0,312,413,1495,4198,1015,1,4,23,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,September,,102,8,0,0,0,0,8,0,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,October,,103,1,0,5298,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,October,,103,2,0,187,0,0,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,October,,103,3,0,13544,23650,0,17,287,2912,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,October,,103,4,0,3075,3685,0,193,117,750,234,0,0,0,10,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,October,,103,5,0,4466,121400,0,1496,820,14578,17099,0,57,24,933,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0
1998,October,,103,6,0,3971,21170,0,916,655,257,13440,0,280,613,542,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
1998,October,,103,7,0,5054,108300,0,2558,1242,21061,53260,0,95,1360,25,250,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1998,October,,103,8,0,1630,1970,0,355,25,0,560,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,October,,103,9,0,1200,0,0,32,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,October,,103,10,0,1217,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1998,October,,103,11,0,565,0,0,250,70,55,80,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
1998,November,,104,1,0,10967,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,November,,104,2,0,625,0,0,431,270,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1998,November,,104,3,0,10262,20910,0,163,292,1850,5132,0,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
1998,November,,104,4,0,3632,29500,0,219,385,0,351,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1998,November,,104,5,0,7006,85405,0,1064,2220,6000,1570,0,40,500,30,0,400,0,305,0,0,0,0,15,0,0,0,0,0,0,0,0,0,46,0
1998,November,,104,6,0,2741,8000,0,3363,393,606,3089,0,994,550,1270,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0
1998,November,,104,7,0,4721,66250,0,1539,408,1669,9041,0,611,192,64,54,0,0,0,0,0,0,0,25,0,0,0,0,0,20,0,0,0,235,0
1998,November,,104,8,0,3109,0,0,496,55,0,450,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,November,,104,9,150,50,0,0,102,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,286,5,0,1,0,0
1998,November,,104,10,250,650,0,0,120,4,0,0,0,0,0,0,40,0,0,0,0,0,0,0,30,0,0,0,0,0,644,20,0,0,0,0
1998,November,,104,11,0,842,45000,0,855,161,70,0,0,0,0,2,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0
1998,December,,105,1,0,9317,0,0,291,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1998,December,,105,2,0,1155,0,0,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,December,,105,3,0,9712,5100,0,284,1651,11,1360,0,60,30,500,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
1998,December,,105,4,0,3665,12800,0,366,211,0,68,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,December,,105,5,0,7335,53000,0,2106,3895,4940,2455,0,112,0,527,0,800,0,170,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
1998,December,,105,6,0,3196,9165,0,2368,1790,605,31,0,610,300,1069,0,40,0,0,750,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1998,December,,105,7,0,5562,50700,0,2306,778,1592,3326,0,266,76,205,485,0,0,0,250,0,0,0,18,0,0,0,0,0,0,0,0,3,23,0
1998,December,,105,8,0,2330,14200,0,935,90,2,100,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
1998,December,,105,9,0,20,0,0,1694,161,0,0,0,0,0,0,0,254,0,0,20,0,0,0,78,0,0,0,0,0,575,0,0,0,0,0
1998,December,,105,10,900,289,400,0,184,219,4,0,0,0,0,0,0,0,0,2,0,0,0,0,126,20,0,0,0,0,709,9,0,0,2,0
1998,December,,105,11,0,0,5,0,685,105,350,75,0,0,0,0,0,0,0,5,4,0,0,0,0,775,0,0,0,0,3,0,0,3,0,0
1999,January,,106,1,0,24872,0,0,9,179,0,0,0,0,0,0,0,0,0,10,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0
1999,January,,106,2,0,11290,0,0,37,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,January,,106,3,0,5935,8000,0,387,618,0,1,0,0,0,3,0,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,January,,106,4,0,6110,8706,0,646,673,0,30,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,January,,106,5,0,22919,20720,0,4028,5491,140,57,0,102,300,5,0,0,0,50,0,0,0,0,14,0,0,0,0,0,0,0,0,0,30,0
1999,January,,106,6,0,1585,10500,0,2656,521,70,26,0,50,0,177,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,0
1999,January,,106,7,0,32290,7373,0,4034,1071,730,10,0,80,60,0,0,0,0,75,1500,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1999,January,,106,8,0,4130,6250,0,301,1055,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,14,0
1999,January,,106,9,1970,1520,0,0,889,88,2,0,0,34,0,0,0,800,0,0,0,0,0,0,18,10,0,0,0,0,94,0,0,0,0,0
1999,January,,106,10,0,855,0,0,655,206,0,0,0,7,52,2,0,0,0,0,0,0,0,0,285,2150,0,0,0,0,45,0,0,0,22,0
1999,January,,106,11,0,60,0,0,407,60,0,0,0,25,0,0,30,0,0,0,0,0,0,0,8,70,0,0,0,0,0,0,0,0,0,0
1999,October,,107,1,0,3711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1999,October,,107,2,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,October,,107,3,0,4105,1180,0,112,111,530,1185,0,0,0,0,7,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,0,0
1999,October,,107,4,0,2537,41000,0,23,22,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
1999,October,,107,5,0,3818,68350,0,736,1409,3579,11644,0,108,60,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,October,,107,6,0,182,0,0,638,202,398,4588,5,60,955,53,129,0,0,10,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0
1999,October,,107,7,0,2090,82500,0,855,81,9243,29106,0,10,520,20,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,3,1,0
1999,October,,107,8,0,520,0,0,240,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,October,,107,9,0,1107,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,October,,107,10,0,200,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
1999,October,,107,11,0,995,0,0,255,9,45,25,0,0,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
1999,November,,108,1,0,2529,0,0,65,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
1999,November,,108,2,0,1250,2200,0,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
1999,November,,108,3,0,10090,41500,0,402,518,710,1579,0,75,30,0,30,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1999,November,,108,4,0,2332,1820,0,37,134,300,898,0,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,November,,108,5,0,9162,115775,0,1073,1829,5527,16006,0,142,0,80,0,0,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,0,0
1999,November,,108,6,0,1167,38005,0,3406,748,2820,2312,0,4230,2320,814,14,0,0,0,5,0,0,0,4,2520,0,0,0,0,0,0,0,2,4,0
1999,November,,108,7,0,4249,143432,0,1238,945,6910,65727,0,769,430,100,2,0,0,0,330,0,0,0,0,40,0,0,0,500,5,0,0,2,14,0
1999,November,,108,8,0,1340,260,0,527,100,0,55,0,0,20,50,0,0,0,0,60,0,0,0,0,1500,0,0,0,0,50,0,0,0,0,0
1999,November,,108,9,600,1200,0,0,234,404,0,3,0,0,0,0,0,0,0,0,0,0,0,0,134,110,0,0,0,0,501,0,0,0,0,0
1999,November,,108,10,450,120,0,0,28,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,15,0,0,0,0,1567,0,0,0,0,0
1999,November,,108,11,0,675,0,0,590,194,250,75,0,0,0,0,0,0,0,20,700,0,0,0,0,50,0,0,0,0,20,0,0,14,0,0
1999,December,,109,1,0,4741,0,0,143,253,0,0,0,0,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
1999,December,,109,2,0,46,0,0,100,111,20,50,0,52,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,57,0,0
1999,December,,109,3,0,10655,36200,0,327,504,0,509,0,0,0,250,0,0,0,0,0,0,0,0,0,5,0,0,0,0,40,0,0,0,0,0
1999,December,,109,4,0,9735,251,0,588,715,35,360,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,December,,109,5,0,9113,56004,0,1846,3024,2132,3792,0,239,60,218,0,0,0,0,0,0,0,0,20,50,0,0,0,0,0,0,0,0,29,0
1999,December,,109,6,0,890,200,0,2608,1527,1721,592,0,4432,1826,2311,0,0,0,0,500,0,0,0,54,1120,0,0,0,0,0,0,0,4,3,0
1999,December,,109,7,0,7593,59800,0,1777,313,955,9957,0,50,130,277,3,0,0,0,3200,0,0,0,12,33,0,0,0,103,0,0,0,1,323,0
1999,December,,109,8,0,1700,0,0,1466,218,5,1102,0,10,25,0,0,100,0,0,0,0,0,0,14,600,0,0,0,0,24,0,0,0,0,0
1999,December,,109,9,770,90,0,0,55,14,0,11,0,2,2,0,3,0,0,0,0,0,0,0,33,35,0,0,0,0,128,0,0,0,0,0
1999,December,,109,10,400,660,0,0,604,129,0,0,0,0,40,0,0,0,0,0,0,0,0,0,405,1820,0,0,0,0,237,0,0,2,9,0
1999,December,,109,11,0,465,0,0,950,217,13,180,0,185,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0
2000,January,,110,1,0,8438,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2000,January,,110,2,0,1576,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0
2000,January,,110,3,0,11767,0,0,130,797,75,455,0,0,0,0,0,350,0,0,40,0,0,0,30,0,0,0,0,0,50,0,0,6,22,0
2000,January,,110,4,0,7706,1800,0,331,516,90,225,0,0,70,0,0,50,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
2000,January,,110,5,0,12713,37612,0,829,2118,670,455,0,45,20,185,0,0,0,0,0,0,0,0,34,0,0,0,0,0,5,0,0,0,118,0
2000,January,,110,6,0,9660,11900,0,3295,222,205,1033,0,2253,100,802,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,6,11,0
2000,January,,110,7,0,5779,96430,0,2382,412,1510,2296,0,63,65,3410,0,0,0,0,2502,0,0,0,0,2,0,0,0,0,0,0,0,0,156,0
2000,January,,110,8,0,1108,37400,0,506,88,0,333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
2000,January,,110,9,0,800,0,0,410,113,0,0,0,0,0,0,0,700,0,0,0,0,0,0,76,1500,0,0,0,0,90,0,0,0,0,0
2000,January,,110,10,0,920,0,0,1041,125,0,20,0,10,500,0,0,0,0,40,0,0,0,0,104,1471,0,0,0,0,97,0,0,0,1150,0
2000,January,,110,11,0,370,0,0,545,138,150,10,0,175,0,210,0,0,0,0,0,0,0,0,0,2502,0,0,0,0,20,0,0,0,0,0
2000,October,,111,1,0,2898,0,0,10,13,0,50,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2000,October,,111,2,0,120,0,0,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0
2000,October,,111,3,0,11248,2209,0,46,547,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
2000,October,,111,4,0,1718,600,0,116,473,0,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,October,,111,5,0,3939,72350,0,570,1682,1931,23123,0,10,68,290,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
2000,October,,111,6,0,1959,4800,0,1386,93,922,11010,0,865,603,17,4,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
2000,October,,111,7,0,1804,60750,0,1053,241,21835,47995,0,5,234,207,12,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0
2000,October,,111,8,0,313,0,0,77,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,October,,111,9,0,1266,0,0,127,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0
2000,October,,111,10,0,1010,0,0,75,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2000,October,,111,11,0,253,0,0,50,33,41,30,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,3,0,0
2000,November,,112,1,0,6612,0,0,0,23,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3,0,0
2000,November,,112,2,0,3307,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
2000,November,,112,3,0,16462,21708,0,162,819,1950,167,0,20,0,60,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
2000,November,,112,4,0,2764,24200,0,100,815,480,502,0,10,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2000,November,,112,5,0,20796,2500,0,1182,2705,2935,6319,0,146,236,400,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0
2000,November,,112,6,0,4541,1290,0,3598,899,2255,17423,0,3417,3552,620,2,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,2,3,0
2000,November,,112,7,0,5247,54500,0,1375,319,4811,30861,0,547,1130,681,26,0,0,0,720,0,0,0,3,0,0,0,0,170,0,0,0,1,0,0
2000,November,,112,8,0,864,0,0,752,6,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,November,,112,9,10,1860,0,0,506,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,88,0,0,0,0,0
2000,November,,112,10,5721,537,0,0,0,107,86,0,0,0,0,0,5,0,0,0,0,0,0,0,15,50,0,0,0,0,41,0,0,0,0,0
2000,November,,112,11,0,855,22000,0,689,23,811,210,0,30,20,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,4,0,0
